name,type,category,display_name,visibility,access_mode,description,min,max,inc,enum_values
DCCIndexMaxInq_RegAddr,Integer,,DCCIndexMaxInq_RegAddr,,,,,,,
DCCIndexMax_Reg,IntReg,,DCCIndexMax_Reg,,RO,,,,,
DCCIndexMinInq_RegAddr,Integer,,DCCIndexMinInq_RegAddr,,,,,,,
DCCIndexMin_Reg,IntReg,,DCCIndexMin_Reg,,RO,,,,,
DCCIndex_CtrlValue,Integer,,DCCIndex_CtrlValue,,,,,,,
DCCSave_Reg,IntReg,,DCCSave_Reg,,WO,,,,,
DCCSave_RegAddr,Integer,,DCCSave_RegAddr,,,,,,,
DCCValueAll,Register,,DCC Value All,Guru,RW,,,,,
DCCValueAll_LEN,IntSwissKnife,,DCCValueAll_LEN,,,,,,,
DCCValueAll_Reg,Integer,,DCCValueAll_Reg,,,,,,,
DCCValue_Reg,IntReg,,DCCValue_Reg,,RW,,,,,
DCCValue_RegAddr,Integer,,DCCValue_RegAddr,,,,,,,
DCCValue_RegAddrOffSet,IntSwissKnife,,DCCValue_RegAddrOffSet,,,,,,,
DLCEnable_Reg,IntReg,,DLCEnable_Reg,,RW,,,,,
DLCEnable_RegAddr,Integer,,DLCEnable_RegAddr,,,,,,,
DLCIndexIncInq_RegAddr,Integer,,DLCIndexIncInq_RegAddr,,,,,,,
DLCIndexInc_Reg,IntReg,,DLCIndexInc_Reg,,RO,,,,,
DLCIndexMaxInq_RegAddr,Integer,,DLCIndexMaxInq_RegAddr,,,,,,,
DLCIndexMax_Reg,IntReg,,DLCIndexMax_Reg,,RO,,,,,
DLCIndexMinInq_RegAddr,Integer,,DLCIndexMinInq_RegAddr,,,,,,,
DLCIndexMin_Reg,IntReg,,DLCIndexMin_Reg,,RO,,,,,
DLCIndex_CtrlValue,Integer,,DLCIndex_CtrlValue,,,,,,,
DLCSave_Reg,IntReg,,DLCSave_Reg,,WO,,,,,
DLCSave_RegAddr,Integer,,DLCSave_RegAddr,,,,,,,
DLCValueAll_LEN,IntSwissKnife,,DLCValueAll_LEN,,,,,,,
DLCValueAll_Reg,Integer,,DLCValueAll_Reg,,,,,,,
DLCValue_Reg,IntReg,,DLCValue_Reg,,RW,,,,,
DLCValue_RegAddr,Integer,,DLCValue_RegAddr,,,,,,,
DLCValue_RegAddrOffSet,IntSwissKnife,,DLCValue_RegAddrOffSet,,,,,,,
DNRInq_RegAddr,Integer,,DNRInq_RegAddr,,,,,,,
DPCEnable_Reg,IntReg,,DPCEnable_Reg,,RW,,,,,
DPCEnable_RegAddr,Integer,,DPCEnable_RegAddr,,,,,,,
DPCIndexIncInq_RegAddr,Integer,,DPCIndexIncInq_RegAddr,,,,,,,
DPCIndexInc_Reg,IntReg,,DPCIndexInc_Reg,,RO,,,,,
DPCIndexMaxInq_RegAddr,Integer,,DPCIndexMaxInq_RegAddr,,,,,,,
DPCIndexMax_Reg,IntReg,,DPCIndexMax_Reg,,RO,,,,,
DPCIndexMinInq_RegAddr,Integer,,DPCIndexMinInq_RegAddr,,,,,,,
DPCIndexMin_Reg,IntReg,,DPCIndexMin_Reg,,RO,,,,,
DPCIndex_CtrlValue,Integer,,DPCIndex_CtrlValue,,,,,,,
DPCSave_Reg,IntReg,,DPCSave_Reg,,WO,,,,,
DPCSave_RegAddr,Integer,,DPCSave_RegAddr,,,,,,,
DPCValueAll,Register,,DPC Value All,Guru,RW,,,,,
DPCValueAll_LEN,IntSwissKnife,,DPCValueAll_LEN,,,,,,,
DPCValueAll_Reg,Integer,,DPCValueAll_Reg,,,,,,,
DPCValue_Reg,IntReg,,DPCValue_Reg,,RW,,,,,
DPCValue_RegAddr,Integer,,DPCValue_RegAddr,,,,,,,
DPCValue_RegAddrOffSet,IntSwissKnife,,DPCValue_RegAddrOffSet,,,,,,,
DecimationHorizontal_Val,IntConverter,,DecimationHorizontal_Val,,,,,,,
DecimationMax_RegAddr,Integer,,DecimationMax_RegAddr,,,,,,,
DecimationVertical_Val,IntConverter,,DecimationVertical_Val,,,,,,,
Decimation_Horizontal_Ava,IntSwissKnife,,Decimation_Horizontal_Ava,,,,,,,
Decimation_Reg,IntReg,,Decimation_Reg,,RW,,,,,
Decimation_RegAddr,Integer,,Decimation_RegAddr,,,,,,,
Decimation_Vertical_Ava,IntSwissKnife,,Decimation_Vertical_Ava,,,,,,,
DefaultShadingSetSelector,Enumeration,,Default Shading Set Selector,Expert,RW,Selects the bootup shading set.,,,,
DefaultShadingSetSelectorInq_RegAddr,Integer,,DefaultShadingSetSelectorInq_RegAddr,,,,,,,
DefaultShadingSetSelector_Reg,IntReg,,DefaultShadingSetSelector_Reg,,RW,,,,,
DefaultShadingSetSelector_RegAddr,Integer,,DefaultShadingSetSelector_RegAddr,,,,,,,
Deinterlacing_Inq,IntSwissKnife,,Deinterlacing_Inq,,,,,,,
Deinterlacing_Reg,IntReg,,Deinterlacing_Reg,,RW,,,,,
Deinterlacing_RegAddr,Integer,,Deinterlacing_RegAddr,,,,,,,
DeviceCommandTimeout,Float,,Device Command Timeout,Guru,RO,Indicates the command timeout of the specified Link. This corresponds to the maximum response time of the device for a command sent on that link.,,,,
DeviceCommandTimeout_Float,SwissKnife,,DeviceCommandTimeout_Float,,,,,,,
DeviceCommandTimeout_Reg,IntReg,,DeviceCommandTimeout_Reg,,RO,,,,,
DeviceCommandTimeout_RegAddr,Integer,,DeviceCommandTimeout_RegAddr,,,,,,,
DeviceConnectionSpeedAddressOffset,IntSwissKnife,,DeviceConnectionSpeedAddressOffset,,,,,,,
DeviceConnectionSpeed_Reg,IntReg,,DeviceConnectionSpeed_Reg,,RO,,,,,
DeviceConnectionSpeed_RegAddr,Integer,,DeviceConnectionSpeed_RegAddr,,,,,,,
DeviceConnectionStatus_Inq,IntSwissKnife,,DeviceConnectionStatus_Inq,,,,,,,
DeviceConnectionStatus_Reg,IntReg,,DeviceConnectionStatus_Reg,,RO,,,,,
DeviceConnectionStatus_RegAddr,Integer,,DeviceConnectionStatus_RegAddr,,,,,,,
DeviceControlInq_RegAddr,Integer,,DeviceControlInq_RegAddr,,,,,,,
DeviceEventChannelCount_Reg,IntReg,,DeviceEventChannelCount_Reg,,RO,,,,,
DeviceFirmwareVersion_RegAddr,Integer,,DeviceFirmwareVersion_RegAddr,,,,,,,
DeviceLinkConnectionCount_Reg,IntReg,,DeviceLinkConnectionCount_Reg,,RO,,,,,
DeviceLinkConnectionCount_RegAddr,Integer,,DeviceLinkConnectionCount_RegAddr,,,,,,,
DeviceLinkHeartbeatMode_RegAddr,Integer,,DeviceLinkHeartbeatMode_RegAddr,,,,,,,
DeviceLinkHeartbeatTimeout_Float,Converter,,DeviceLinkHeartbeatTimeout_Float,,,,,,,
DeviceLinkHeartbeatTimeout_Reg,IntReg,,DeviceLinkHeartbeatTimeout_Reg,,RW,,,,,
DeviceLinkHeartbeatTimeout_RegAddr,Integer,,DeviceLinkHeartbeatTimeout_RegAddr,,,,,,,
DeviceLinkSpeedAddressOffset,IntSwissKnife,,DeviceLinkSpeedAddressOffset,,,,,,,
DeviceLinkThroughputLimitAvail_Inq,IntSwissKnife,,DeviceLinkThroughputLimitAvail_Inq,,,,,,,
DeviceLinkThroughputLimitMode_Reg,IntReg,,DeviceLinkThroughputLimitMode_Reg,,RW,,,,,
DeviceLinkThroughputLimitMode_RegAddr,Integer,,DeviceLinkThroughputLimitMode_RegAddr,,,,,,,
DeviceLinkThroughputLimit_Reg,IntReg,,DeviceLinkThroughputLimit_Reg,,RW,,,,,
DeviceLinkThroughputLimit_RegAddr,Integer,,DeviceLinkThroughputLimit_RegAddr,,,,,,,
DeviceMaxThroughput_Reg,IntReg,,DeviceMaxThroughput_Reg,,RO,,,,,
DeviceMaxThroughput_RegAddr,Integer,,DeviceMaxThroughput_RegAddr,,,,,,,
DevicePJNumber_RegAddr,Integer,,DevicePJNumber_RegAddr,,,,,,,
DeviceReset_Reg,IntReg,,DeviceReset_Reg,,WO,,,,,
DeviceReset_RegAddr,Integer,,DeviceReset_RegAddr,,,,,,,
DeviceScanType_Reg,IntReg,,DeviceScanType_Reg,,RO,,,,,
DeviceScanType_RegAddr,Integer,,DeviceScanType_RegAddr,,,,,,,
DeviceStreamChannelAddressOffset,IntSwissKnife,,DeviceStreamChannelAddressOffset,,,,,,,
DeviceStreamChannelCount_Reg,IntReg,,DeviceStreamChannelCount_Reg,,RO,,,,,
DeviceTemperatureSelector_Int,Integer,,DeviceTemperatureSelector_Int,,,,,,,
DeviceTemperature_Reg,IntReg,,DeviceTemperature_Reg,,RO,,,,,
DeviceTemperature_RegAddr,Integer,,DeviceTemperature_RegAddr,,,,,,,
DeviceUptime_Reg,IntReg,,DeviceUptime_Reg,,RO,,,,,
DeviceUptime_RegAddr,Integer,,DeviceUptime_RegAddr,,,,,,,
DigitalIOControlInq_Reg,IntReg,,DigitalIOControlInq_Reg,,RO,,,,,
DigitalIOControlInq_RegAddr,Integer,,DigitalIOControlInq_RegAddr,,,,,,,
DigitalNoiseReductionMode_Reg,IntReg,,DigitalNoiseReductionMode_Reg,,RW,,,,,
DigitalNoiseReductionMode_RegAddr,Integer,,DigitalNoiseReductionMode_RegAddr,,,,,,,
DigitalShiftEnabled_Int,IntConverter,,DigitalShiftEnabled_Int,,,,,,,
DigitalShiftInq_RegAddr,Integer,,DigitalShiftInq_RegAddr,,,,,,,
DigitalShiftLockedInq_Int,IntSwissKnife,,DigitalShiftLockedInq_Int,,,,,,,
DigitalShiftMaxInq_Float,SwissKnife,,DigitalShiftMaxInq_Float,,,,,,,
DigitalShiftMaxInq_Reg,IntReg,,DigitalShiftMaxInq_Reg,,RO,,,,,
DigitalShiftMaxInq_RegAddr,Integer,,DigitalShiftMaxInq_RegAddr,,,,,,,
DigitalShiftMinInq_Float,SwissKnife,,DigitalShiftMinInq_Float,,,,,,,
DigitalShiftMinInq_Reg,IntReg,,DigitalShiftMinInq_Reg,,RO,,,,,
DigitalShiftMinInq_RegAddr,Integer,,DigitalShiftMinInq_RegAddr,,,,,,,
DigitalShiftUintInq_Reg,IntReg,,DigitalShiftUintInq_Reg,,RO,,,,,
DigitalShiftUintInq_RegAddr,Integer,,DigitalShiftUintInq_RegAddr,,,,,,,
DigitalShift_Float,Converter,,DigitalShift_Float,,,,,,,
DigitalShift_Int,IntConverter,,DigitalShift_Int,,,,,,,
DigitalShift_Range_Int,Integer,,DigitalShift_Range_Int,,,,DigitalShiftMinInq_Reg,DigitalShiftMaxInq_Reg,,
DigitalShift_Reg,IntReg,,DigitalShift_Reg,,RW,,,,,
DigitalShift_RegAddr,Integer,,DigitalShift_RegAddr,,,,,,,
EBlackEnable_Reg,IntReg,,EBlackEnable_Reg,,RW,,,,,
EBlackEnable_RegAddr,Integer,,EBlackEnable_RegAddr,,,,,,,
EGreyEnable_Reg,IntReg,,EGreyEnable_Reg,,RW,,,,,
EGreyEnable_RegAddr,Integer,,EGreyEnable_RegAddr,,,,,,,
EXTENDED_ID_LOCKED,IntSwissKnife,,EXTENDED_ID_LOCKED,,,,,,,
EncoderControlInq_RegAddr,Integer,,EncoderControlInq_RegAddr,,,,,,,
EncoderCounterMaxIncInq_Reg,IntReg,,EncoderCounterMaxIncInq_Reg,,RO,,,,,
EncoderCounterMaxIncInq_RegAddr,Integer,,EncoderCounterMaxIncInq_RegAddr,,,,,,,
EncoderCounterMaxMaxInq_Reg,IntReg,,EncoderCounterMaxMaxInq_Reg,,RO,,,,,
EncoderCounterMaxMaxInq_RegAddr,Integer,,EncoderCounterMaxMaxInq_RegAddr,,,,,,,
EncoderCounterMaxMinInq_Reg,IntReg,,EncoderCounterMaxMinInq_Reg,,RO,,,,,
EncoderCounterMaxMinInq_RegAddr,Integer,,EncoderCounterMaxMinInq_RegAddr,,,,,,,
EncoderCounterMax_Reg,IntReg,,EncoderCounterMax_Reg,,RW,,,,,
EncoderCounterMax_RegAddr,Integer,,EncoderCounterMax_RegAddr,,,,,,,
EncoderCounterModeInq_RegAddr,Integer,,EncoderCounterModeInq_RegAddr,,,,,,,
EncoderCounterMode_Reg,IntReg,,EncoderCounterMode_Reg,,RW,,,,,
EncoderCounterMode_RegAddr,Integer,,EncoderCounterMode_RegAddr,,,,,,,
EncoderCounterReset_Reg,IntReg,,EncoderCounterReset_Reg,,WO,,,,,
EncoderCounterReset_RegAddr,Integer,,EncoderCounterReset_RegAddr,,,,,,,
EncoderCounter_Reg,IntReg,,EncoderCounter_Reg,,RO,,,,,
EncoderCounter_RegAddr,Integer,,EncoderCounter_RegAddr,,,,,,,
EncoderMaxReverseCounterIncInq_Reg,IntReg,,EncoderMaxReverseCounterIncInq_Reg,,RO,,,,,
EncoderMaxReverseCounterIncInq_RegAddr,Integer,,EncoderMaxReverseCounterIncInq_RegAddr,,,,,,,
EncoderMaxReverseCounterMaxInq_Reg,IntReg,,EncoderMaxReverseCounterMaxInq_Reg,,RO,,,,,
EncoderMaxReverseCounterMaxInq_RegAddr,Integer,,EncoderMaxReverseCounterMaxInq_RegAddr,,,,,,,
EncoderMaxReverseCounterMinInq_Reg,IntReg,,EncoderMaxReverseCounterMinInq_Reg,,RO,,,,,
EncoderMaxReverseCounterMinInq_RegAddr,Integer,,EncoderMaxReverseCounterMinInq_RegAddr,,,,,,,
EncoderMaxReverseCounter_Reg,IntReg,,EncoderMaxReverseCounter_Reg,,RW,,,,,
EncoderMaxReverseCounter_RegAddr,Integer,,EncoderMaxReverseCounter_RegAddr,,,,,,,
EncoderOutputModeInq_RegAddr,Integer,,EncoderOutputModeInq_RegAddr,,,,,,,
EncoderOutputMode_Reg,IntReg,,EncoderOutputMode_Reg,,RW,,,,,
EncoderOutputMode_RegAddr,Integer,,EncoderOutputMode_RegAddr,,,,,,,
EncoderReverseCounterReset_Reg,IntReg,,EncoderReverseCounterReset_Reg,,WO,,,,,
EncoderReverseCounterReset_RegAddr,Integer,,EncoderReverseCounterReset_RegAddr,,,,,,,
EncoderSelectorInq_RegAddr,Integer,,EncoderSelectorInq_RegAddr,,,,,,,
EncoderSelectorRegOffsetAddress,IntSwissKnife,,EncoderSelectorRegOffsetAddress,,,,,,,
EncoderSelector_Int,Integer,,EncoderSelector_Int,,,,,,,
EncoderSourceA_Reg,IntReg,,EncoderSourceA_Reg,,RW,,,,,
EncoderSourceA_RegAddr,Integer,,EncoderSourceA_RegAddr,,,,,,,
EncoderSourceB_Reg,IntReg,,EncoderSourceB_Reg,,RW,,,,,
EncoderSourceB_RegAddr,Integer,,EncoderSourceB_RegAddr,,,,,,,
EncoderTriggerFrequency_Reg,IntReg,,EncoderTriggerFrequency_Reg,,RW,,,,,
EncoderTriggerFrequency_RegAddr,Integer,,EncoderTriggerFrequency_RegAddr,,,,,,,
EventAcquisitionEndFrameID_Reg,IntReg,,EventAcquisitionEndFrameID_Reg,,RO,,,,,
EventAcquisitionEndTimestamp_Reg,IntReg,,EventAcquisitionEndTimestamp_Reg,,RO,,,,,
EventAcquisitionEnd_Reg,IntReg,,EventAcquisitionEnd_Reg,,RO,,,,,
EventAcquisitionStartFrameID_Reg,IntReg,,EventAcquisitionStartFrameID_Reg,,RO,,,,,
EventAcquisitionStartTimestamp_Reg,IntReg,,EventAcquisitionStartTimestamp_Reg,,RO,,,,,
EventAcquisitionStart_Reg,IntReg,,EventAcquisitionStart_Reg,,RO,,,,,
EventAcquisitionTriggerEndFrameID_Reg,IntReg,,EventAcquisitionTriggerEndFrameID_Reg,,RO,,,,,
EventAcquisitionTriggerEndTimestamp_Reg,IntReg,,EventAcquisitionTriggerEndTimestamp_Reg,,RO,,,,,
EventAcquisitionTriggerEnd_Reg,IntReg,,EventAcquisitionTriggerEnd_Reg,,RO,,,,,
EventAcquisitionTriggerFrameID_Reg,IntReg,,EventAcquisitionTriggerFrameID_Reg,,RO,,,,,
EventAcquisitionTriggerTimestamp_Reg,IntReg,,EventAcquisitionTriggerTimestamp_Reg,,RO,,,,,
EventAcquisitionTrigger_Reg,IntReg,,EventAcquisitionTrigger_Reg,,RO,,,,,
EventErrorFrameID_Reg,IntReg,,EventErrorFrameID_Reg,,RO,,,,,
EventErrorTimestamp_Reg,IntReg,,EventErrorTimestamp_Reg,,RO,,,,,
EventError_Reg,IntReg,,EventError_Reg,,RO,,,,,
EventExposureEndFrameID_Reg,IntReg,,EventExposureEndFrameID_Reg,,RO,,,,,
EventExposureEndTimestamp_Reg,IntReg,,EventExposureEndTimestamp_Reg,,RO,,,,,
EventExposureEnd_Reg,IntReg,,EventExposureEnd_Reg,,RO,,,,,
EventExposureStartFrameID_Reg,IntReg,,EventExposureStartFrameID_Reg,,RO,,,,,
EventExposureStartTimestamp_Reg,IntReg,,EventExposureStartTimestamp_Reg,,RO,,,,,
EventExposureStart_Reg,IntReg,,EventExposureStart_Reg,,RO,,,,,
EventFrameBurstEndFrameID_Reg,IntReg,,EventFrameBurstEndFrameID_Reg,,RO,,,,,
EventFrameBurstEndTimestamp_Reg,IntReg,,EventFrameBurstEndTimestamp_Reg,,RO,,,,,
EventFrameBurstEnd_Reg,IntReg,,EventFrameBurstEnd_Reg,,RO,,,,,
EventFrameBurstStartFrameID_Reg,IntReg,,EventFrameBurstStartFrameID_Reg,,RO,,,,,
EventFrameBurstStartTimestamp_Reg,IntReg,,EventFrameBurstStartTimestamp_Reg,,RO,,,,,
EventFrameBurstStart_Reg,IntReg,,EventFrameBurstStart_Reg,,RO,,,,,
EventFrameEndFrameID_Reg,IntReg,,EventFrameEndFrameID_Reg,,RO,,,,,
EventFrameEndTimestamp_Reg,IntReg,,EventFrameEndTimestamp_Reg,,RO,,,,,
EventFrameEnd_Reg,IntReg,,EventFrameEnd_Reg,,RO,,,,,
EventFrameStartFrameID_Reg,IntReg,,EventFrameStartFrameID_Reg,,RO,,,,,
EventFrameStartOverTriggerFrameID_Reg,IntReg,,EventFrameStartOverTriggerFrameID_Reg,,RO,,,,,
EventFrameStartOverTriggerTimestamp_Reg,IntReg,,EventFrameStartOverTriggerTimestamp_Reg,,RO,,,,,
EventFrameStartOverTrigger_Reg,IntReg,,EventFrameStartOverTrigger_Reg,,RO,,,,,
EventFrameStartTimestamp_Reg,IntReg,,EventFrameStartTimestamp_Reg,,RO,,,,,
EventFrameStart_Reg,IntReg,,EventFrameStart_Reg,,RO,,,,,
EventLine0FallingEdgeFrameID_Reg,IntReg,,EventLine0FallingEdgeFrameID_Reg,,RO,,,,,
EventLine0FallingEdgeTimestamp_Reg,IntReg,,EventLine0FallingEdgeTimestamp_Reg,,RO,,,,,
EventLine0FallingEdge_Reg,IntReg,,EventLine0FallingEdge_Reg,,RO,,,,,
EventLine0RisingEdgeFrameID_Reg,IntReg,,EventLine0RisingEdgeFrameID_Reg,,RO,,,,,
EventLine0RisingEdgeTimestamp_Reg,IntReg,,EventLine0RisingEdgeTimestamp_Reg,,RO,,,,,
EventLine0RisingEdge_Reg,IntReg,,EventLine0RisingEdge_Reg,,RO,,,,,
EventMCTTMaxInq_Reg,IntReg,,EventMCTTMaxInq_Reg,,RO,,,,,
EventMCTTMaxInq_RegAddr,Integer,,EventMCTTMaxInq_RegAddr,,,,,,,
EventNotification_Reg,IntReg,,EventNotification_Reg,,RW,,,,,
EventNotification_RegAddr,Integer,,EventNotification_RegAddr,,,,,,,
EventNotification_Val,IntConverter,,EventNotification_Val,,,,,,,
EventOverRunFrameID_Reg,IntReg,,EventOverRunFrameID_Reg,,RO,,,,,
EventOverRunTimestamp_Reg,IntReg,,EventOverRunTimestamp_Reg,,RO,,,,,
EventOverRun_Reg,IntReg,,EventOverRun_Reg,,RO,,,,,
EventOverTemperatureFrameID_Reg,IntReg,,EventOverTemperatureFrameID_Reg,,RO,,,,,
EventOverTemperatureTimestamp_Reg,IntReg,,EventOverTemperatureTimestamp_Reg,,RO,,,,,
EventOverTemperature_Reg,IntReg,,EventOverTemperature_Reg,,RO,,,,,
EventSelectorInq_RegAddr,Integer,,EventSelectorInq_RegAddr,,,,,,,
EventSelector_Index,IntSwissKnife,,EventSelector_Index,,,,,,,
EventSelector_Reg,IntReg,,EventSelector_Reg,,RW,,,,,
EventSelector_RegAddr,Integer,,EventSelector_RegAddr,,,,,,,
EventStreamTransferOverflowFrameID_Reg,IntReg,,EventStreamTransferOverflowFrameID_Reg,,RO,,,,,
EventStreamTransferOverflowTimestamp_Reg,IntReg,,EventStreamTransferOverflowTimestamp_Reg,,RO,,,,,
EventStreamTransferOverflow_Reg,IntReg,,EventStreamTransferOverflow_Reg,,RO,,,,,
EventTestFrameID_Reg,IntReg,,EventTestFrameID_Reg,,RO,,,,,
EventTestTimestamp_Reg,IntReg,,EventTestTimestamp_Reg,,RO,,,,,
EventTest_Reg,IntReg,,EventTest_Reg,,RO,,,,,
ExposureAutoAvail_Int,IntSwissKnife,,ExposureAutoAvail_Int,,,,,,,
ExposureAuto_Int,IntConverter,,ExposureAuto_Int,,,,,,,
ExposureAuto_Reg,IntReg,,ExposureAuto_Reg,,RW,,,,,
ExposureAuto_RegAddr,Integer,,ExposureAuto_RegAddr,,,,,,,
ExposureAuto_once_Ava,IntSwissKnife,,ExposureAuto_once_Ava,,,,,,,
ExposureLocked_Int,IntSwissKnife,,ExposureLocked_Int,,,,,,,
ExposureMaxUsInq_Float,SwissKnife,,ExposureMaxUsInq_Float,,,,,,,
ExposureMinUsInq_Float,SwissKnife,,ExposureMinUsInq_Float,,,,,,,
ExposureMode_Int,IntConverter,,ExposureMode_Int,,,,,,,
ExposureMode_Reg,IntReg,,ExposureMode_Reg,,RW,,,,,
ExposureMode_RegAddr,Integer,,ExposureMode_RegAddr,,,,,,,
ExposureTimeAbs,Float,,Exposure Time Abs,,,Exposure time in us when Exposure Mode is Timed.,,,,
ExposureTimeMaxInq_Reg,IntReg,,ExposureTimeMaxInq_Reg,,RO,,,,,
ExposureTimeMaxInq_RegAddr,Integer,,ExposureTimeMaxInq_RegAddr,,,,,,,
ExposureTimeMinInq_Reg,IntReg,,ExposureTimeMinInq_Reg,,RO,,,,,
ExposureTimeMinInq_RegAddr,Integer,,ExposureTimeMinInq_RegAddr,,,,,,,
ExposureTimeMode_Reg,IntReg,,ExposureTimeMode_Reg,,RW,,,,,
ExposureTimeMode_RegAddr,Integer,,ExposureTimeMode_RegAddr,,,,,,,
ExposureTimeUs_Float,Converter,,ExposureTimeUs_Float,,,,,,,
ExposureTime_Int,Integer,,ExposureTime_Int,,,,ExposureTimeMinInq_Reg,ExposureTimeMaxInq_Reg,,
ExposureTime_Reg,IntReg,,ExposureTime_Reg,,RW,,,,,
ExposureTime_RegAddr,Integer,,ExposureTime_RegAddr,,,,,,,
FPNCEnable_Reg,IntReg,,FPNCEnable_Reg,,RO,,,,,
FPNCEnable_RegAddr,Integer,,FPNCEnable_RegAddr,,,,,,,
FPNCIndexIncInq_RegAddr,Integer,,FPNCIndexIncInq_RegAddr,,,,,,,
FPNCIndexInc_Reg,IntReg,,FPNCIndexInc_Reg,,RO,,,,,
FPNCIndexMaxInq_RegAddr,Integer,,FPNCIndexMaxInq_RegAddr,,,,,,,
FPNCIndexMax_Reg,IntReg,,FPNCIndexMax_Reg,,RO,,,,,
FPNCIndexMinInq_RegAddr,Integer,,FPNCIndexMinInq_RegAddr,,,,,,,
FPNCIndexMin_Reg,IntReg,,FPNCIndexMin_Reg,,RO,,,,,
FPNCIndex_CtrlValue,Integer,,FPNCIndex_CtrlValue,,,,,,,
FPNCSave_Reg,IntReg,,FPNCSave_Reg,,WO,,,,,
FPNCSave_RegAddr,Integer,,FPNCSave_RegAddr,,,,,,,
FPNCV2TableSelector_Reg,IntReg,,FPNCV2TableSelector_Reg,,RW,,,,,
FPNCV2TableSelector_RegAddr,Integer,,FPNCV2TableSelector_RegAddr,,,,,,,
FPNCValueAll,Register,,FPNC Value All,Guru,RW,,,,,
FPNCValueAll_LEN,IntSwissKnife,,FPNCValueAll_LEN,,,,,,,
FPNCValueAll_Reg,Integer,,FPNCValueAll_Reg,,,,,,,
FPNCValueIncInq_RegAddr,Integer,,FPNCValueIncInq_RegAddr,,,,,,,
FPNCValueInc_Reg,IntReg,,FPNCValueInc_Reg,,RO,,,,,
FPNCValueMaxInq_RegAddr,Integer,,FPNCValueMaxInq_RegAddr,,,,,,,
FPNCValueMax_Reg,IntReg,,FPNCValueMax_Reg,,RO,,,,,
FPNCValueMinInq_RegAddr,Integer,,FPNCValueMinInq_RegAddr,,,,,,,
FPNCValueMin_Reg,IntReg,,FPNCValueMin_Reg,,RO,,,,,
FPNCValue_Reg,IntReg,,FPNCValue_Reg,,RW,,,,,
FPNCValue_RegAddr,Integer,,FPNCValue_RegAddr,,,,,,,
FPNCValue_RegAddrOffSet,IntSwissKnife,,FPNCValue_RegAddrOffSet,,,,,,,
FPNCXIndex_CtrlValue,Integer,,FPNCXIndex_CtrlValue,,,,,,,
FPNCXSave_Bit,IntConverter,,FPNCXSave_Bit,,,,,,,
FPNCXSave_Reg,IntReg,,FPNCXSave_Reg,,WO,,,,,
FPNCXSave_RegAddr,Integer,,FPNCXSave_RegAddr,,,,,,,
FPNCXSelector_Int,Integer,,FPNCXSelector_Int,,,,,,,
FPNCXValueAll_LEN,IntSwissKnife,,FPNCXValueAll_LEN,,,,,,,
FPNCXValue_BaseRegAddr,Integer,,FPNCXValue_BaseRegAddr,,,,,,,
FPNCXValue_BaseRegAddrOffSet,IntSwissKnife,,FPNCXValue_BaseRegAddrOffSet,,,,,,,
FPNCXValue_Reg,IntReg,,FPNCXValue_Reg,,RW,,,,,
FPNCXValue_RegAddrOffSet,IntSwissKnife,,FPNCXValue_RegAddrOffSet,,,,,,,
FanOpenThresholdIncInq_Reg,IntReg,,FanOpenThresholdIncInq_Reg,,RO,,,,,
FanOpenThresholdIncInq_RegAddr,Integer,,FanOpenThresholdIncInq_RegAddr,,,,,,,
FanOpenThresholdMaxInq_Reg,IntReg,,FanOpenThresholdMaxInq_Reg,,RO,,,,,
FanOpenThresholdMaxInq_RegAddr,Integer,,FanOpenThresholdMaxInq_RegAddr,,,,,,,
FanOpenThresholdMinInq_Reg,IntReg,,FanOpenThresholdMinInq_Reg,,RO,,,,,
FanOpenThresholdMinInq_RegAddr,Integer,,FanOpenThresholdMinInq_RegAddr,,,,,,,
FanOpenThreshold_Reg,IntReg,,FanOpenThreshold_Reg,,RW,,,,,
FanOpenThreshold_RegAddr,Integer,,FanOpenThreshold_RegAddr,,,,,,,
FileAccessBuffer,Register,,File Access Buffer,Guru,RW,The File Access Buffer feature defines the intermediate access buffer that allows the exchange of data between the device file storage and the application.,,,,
FileAccessBuffer_RegAddr,Integer,,FileAccessBuffer_RegAddr,,,,,,,
FileAccessControlInq_RegAddr,Integer,,FileAccessControlInq_RegAddr,,,,,,,
FileAccessLengthIncInq_Reg,IntReg,,FileAccessLengthIncInq_Reg,,RO,,,,,
FileAccessLengthIncInq_RegAddr,Integer,,FileAccessLengthIncInq_RegAddr,,,,,,,
FileAccessLengthMaxInq_Reg,IntReg,,FileAccessLengthMaxInq_Reg,,RO,,,,,
FileAccessLengthMaxInq_RegAddr,Integer,,FileAccessLengthMaxInq_RegAddr,,,,,,,
FileAccessLengthMinInq_Reg,IntReg,,FileAccessLengthMinInq_Reg,,RO,,,,,
FileAccessLengthMinInq_RegAddr,Integer,,FileAccessLengthMinInq_RegAddr,,,,,,,
FileAccessLength_Reg,IntReg,,FileAccessLength_Reg,,RW,,,,,
FileAccessLength_RegAddr,Integer,,FileAccessLength_RegAddr,,,,,,,
FileAccessOffsetIncInq_Reg,IntReg,,FileAccessOffsetIncInq_Reg,,RO,,,,,
FileAccessOffsetIncInq_RegAddr,Integer,,FileAccessOffsetIncInq_RegAddr,,,,,,,
FileAccessOffsetMaxInq_Reg,IntReg,,FileAccessOffsetMaxInq_Reg,,RO,,,,,
