name,type,category,display_name,visibility,access_mode,description,min,max,inc,enum_values
LUTSelector_value,Integer,,LUTSelector_value,,,,,,,
LUTValueAll,Register,,LUT Value All,Guru,RW,Accesses all the LUT coefficients in a single access without using individual LUTIndex.,,,,
LUTValueAll_Len,IntSwissKnife,,LUTValueAll_Len,,,,,,,
LUTValueAll_Reg,Integer,,LUTValueAll_Reg,Invisible,,,,,,
LUTValueIncInq_Reg,IntReg,,LUTValueIncInq_Reg,,RO,,,,,
LUTValueIncInq_RegAddr,Integer,,LUTValueIncInq_RegAddr,,,,,,,
LUTValueMaxInq_Reg,IntReg,,LUTValueMaxInq_Reg,,RO,,,,,
LUTValueMaxInq_RegAddr,Integer,,LUTValueMaxInq_RegAddr,,,,,,,
LUTValueMinInq_Reg,IntReg,,LUTValueMinInq_Reg,,RO,,,,,
LUTValueMinInq_RegAddr,Integer,,LUTValueMinInq_RegAddr,,,,,,,
LUTValue_OffsetReg,IntSwissKnife,,LUTValue_OffsetReg,,,,,,,
LUTValue_Reg,IntReg,,LUTValue_Reg,,RW,LutValues,,,,
LUTValue_RegAddr,Integer,,LUTValue_RegAddr,,,,,,,
LUTValue_Short,IntConverter,,LUTValue_Short,,,,,,,
Line1Mode_Reg,IntReg,,Line1Mode_Reg,,RW,,,,,
Line1Source_Reg,IntReg,,Line1Source_Reg,,RW,,,,,
Line1_Ava,IntSwissKnife,,Line1_Ava,,,,,,,
Line2Mode_Reg,IntReg,,Line2Mode_Reg,,RW,,,,,
Line2Strobe_Ava,IntSwissKnife,,Line2Strobe_Ava,,,,,,,
Line4Mode_Reg,IntReg,,Line4Mode_Reg,,RW,,,,,
LineCounter_Reg,MaskedIntReg,,LineCounter_Reg,,RO,Indicates the count of image lines.,,,,
LineCounter_RegAddr,Integer,,LineCounter_RegAddr,,,,,,,
LineDebouncerTimeIncInq_Reg,IntReg,,LineDebouncerTimeIncInq_Reg,,RO,,,,,
LineDebouncerTimeIncInq_RegAddr,Integer,,LineDebouncerTimeIncInq_RegAddr,,,,,,,
LineDebouncerTimeMaxInq_Reg,IntReg,,LineDebouncerTimeMaxInq_Reg,,RO,,,,,
LineDebouncerTimeMaxInq_RegAddr,Integer,,LineDebouncerTimeMaxInq_RegAddr,,,,,,,
LineDebouncerTimeMinInq_Reg,IntReg,,LineDebouncerTimeMinInq_Reg,,RO,,,,,
LineDebouncerTimeMinInq_RegAddr,Integer,,LineDebouncerTimeMinInq_RegAddr,,,,,,,
LineDebouncerTimeNs_Reg,IntReg,,LineDebouncerTimeNs_Reg,,RW,,,,,
LineDebouncerTimeNs_RegAddr,Integer,,LineDebouncerTimeNs_RegAddr,,,,,,,
LineDebouncerTime_InqAvailable,IntSwissKnife,,LineDebouncerTime_InqAvailable,,,,,,,
LineDebouncerTime_Reg,IntReg,,LineDebouncerTime_Reg,,RW,,,,,
LineDebouncerTime_RegAddr,Integer,,LineDebouncerTime_RegAddr,,,,,,,
LineInverterAvailable_Int,IntSwissKnife,,LineInverterAvailable_Int,,,,,,,
LineInverter_Bit,IntConverter,,LineInverter_Bit,,,,,,,
LineInverter_Reg,IntReg,,LineInverter_Reg,,RW,,,,,
LineInverter_RegAddr,Integer,,LineInverter_RegAddr,,,,,,,
LineModeInputAvailable_Int,IntSwissKnife,,LineModeInputAvailable_Int,,,,,,,
LineModeInputInq_RegAddr,Integer,,LineModeInputInq_RegAddr,,,,,,,
LineModeLocked_Int,IntSwissKnife,,LineModeLocked_Int,,,,,,,
LineModeOutputAvailable_Int,IntSwissKnife,,LineModeOutputAvailable_Int,,,,,,,
LineModeOutputInq_RegAddr,Integer,,LineModeOutputInq_RegAddr,,,,,,,
LineMode_Int,IntConverter,,LineMode_Int,,,,,,,
LineMode_Reg,IntReg,,LineMode_Reg,,RW,,,,,
LineMode_RegAddr,Integer,,LineMode_RegAddr,,,,,,,
LinePitch_Reg,IntReg,,LinePitch_Reg,,RW,,,,,
LinePitch_RegAddr,Integer,,LinePitch_RegAddr,,,,,,,
LineSelectedRegAddrOffset,IntSwissKnife,,LineSelectedRegAddrOffset,,,,,,,
LineSelected_Int,Integer,,LineSelected_Int,,,,,,,
LineSourceAvailable_Ava,IntSwissKnife,,LineSourceAvailable_Ava,,,,,,,
LineSourceInq_RegAddr,Integer,,LineSourceInq_RegAddr,,,,,,,
LineSourceSelAvailable_Ava,IntSwissKnife,,LineSourceSelAvailable_Ava,,,,,,,
LineSource_Reg,IntReg,,LineSource_Reg,,RW,,,,,
LineSource_RegAddr,Integer,,LineSource_RegAddr,,,,,,,
LineStatusAll_Reg,IntReg,,LineStatusAll_Reg,,RO,,,,,
LineStatusAll_RegAddr,Integer,,LineStatusAll_RegAddr,,,,,,,
LineStatusVal_Int,IntSwissKnife,,LineStatusVal_Int,,,,,,,
LineStrobeInq_RegAddr,Integer,,LineStrobeInq_RegAddr,,,,,,,
LineStrobe_Reg,IntReg,,LineStrobe_Reg,,RW,,,,,
LineStrobe_RegAddr,Integer,,LineStrobe_RegAddr,,,,,,,
LineTerminationAvailable_Int,IntSwissKnife,,LineTerminationAvailable_Int,,,,,,,
LineTermination_Bit,IntConverter,,LineTermination_Bit,,,,,,,
LineTermination_Reg,IntReg,,LineTermination_Reg,,RW,,,,,
LineTermination_RegAddr,Integer,,LineTermination_RegAddr,,,,,,,
LineTriggerCacheEnable_Bit,IntConverter,,LineTriggerCacheEnable_Bit,,,,,,,
LineTriggerCacheEnable_Reg,IntReg,,LineTriggerCacheEnable_Reg,,RW,,,,,
LineTriggerCacheEnable_RegAddr,Integer,,LineTriggerCacheEnable_RegAddr,,,,,,,
LineTriggerSoftware_Ava,IntSwissKnife,,LineTriggerSoftware_Ava,,,,,,,
LineTriggerSoftware_Reg,IntReg,,LineTriggerSoftware_Reg,,WO,,,,,
LineTriggerSoftware_RegAddr,Integer,,LineTriggerSoftware_RegAddr,,,,,,,
MultiplierIncInq_Reg,IntReg,,MultiplierIncInq_Reg,,RO,,,,,
MultiplierIncInq_RegAddr,Integer,,MultiplierIncInq_RegAddr,,,,,,,
MultiplierMaxInq_Reg,IntReg,,MultiplierMaxInq_Reg,,RO,,,,,
MultiplierMaxInq_RegAddr,Integer,,MultiplierMaxInq_RegAddr,,,,,,,
MultiplierMinInq_Reg,IntReg,,MultiplierMinInq_Reg,,RO,,,,,
MultiplierMinInq_RegAddr,Integer,,MultiplierMinInq_RegAddr,,,,,,,
Multiplier_Reg,IntReg,,Multiplier_Reg,,RW,,,,,
Multiplier_RegAddr,Integer,,Multiplier_RegAddr,,,,,,,
NOT_TLParamsLocked,IntSwissKnife,,NOT_TLParamsLocked,Invisible,,,,,,
NUCCorrectStart_Reg,IntReg,,NUCCorrectStart_Reg,,RW,,,,,
NUCEnable_Reg,IntReg,,NUCEnable_Reg,,RW,,,,,
NUCEnable_RegAddr,Integer,,NUCEnable_RegAddr,,,,,,,
NUCInq_RegAddr,Integer,,NUCInq_RegAddr,,,,,,,
NoiseReductionIncInq_Reg,IntReg,,NoiseReductionIncInq_Reg,,RO,,,,,
NoiseReductionIncInq_RegAddr,Integer,,NoiseReductionIncInq_RegAddr,,,,,,,
NoiseReductionMaxInq_Reg,IntReg,,NoiseReductionMaxInq_Reg,,RO,,,,,
NoiseReductionMaxInq_RegAddr,Integer,,NoiseReductionMaxInq_RegAddr,,,,,,,
NoiseReductionMinInq_Reg,IntReg,,NoiseReductionMinInq_Reg,,RO,,,,,
NoiseReductionMinInq_RegAddr,Integer,,NoiseReductionMinInq_RegAddr,,,,,,,
NoiseReduction_Reg,IntReg,,NoiseReduction_Reg,,RW,,,,,
NoiseReduction_RegAddr,Integer,,NoiseReduction_RegAddr,,,,,,,
NucChangeByGain,Boolean,,Nuc Change By Gain,Guru,RO,Whether nuc change by gain.,,,,
NucChangeByPixel,Boolean,,Nuc Change By Pixel,Guru,RO,Whether nuc change by pixel format,,,,
OffsetXInc_Int,IntSwissKnife,,OffsetXInc_Int,,,,,,,
OffsetXMax_Int,IntSwissKnife,,OffsetXMax_Int,,,,,,,
OffsetX_Reg,IntReg,,OffsetX_Reg,,RW,,,,,
OffsetX_RegAddr,Integer,,OffsetX_RegAddr,,,,,,,
OffsetYInc_Int,IntSwissKnife,,OffsetYInc_Int,,,,,,,
OffsetYMax_Int,IntSwissKnife,,OffsetYMax_Int,,,,,,,
OffsetY_Reg,IntReg,,OffsetY_Reg,,RW,,,,,
OffsetY_RegAddr,Integer,,OffsetY_RegAddr,,,,,,,
One_Int,Integer,,One_Int,,,,,,,
PRNUCEnable_Reg,IntReg,,PRNUCEnable_Reg,,RO,,,,,
PRNUCEnable_RegAddr,Integer,,PRNUCEnable_RegAddr,,,,,,,
PRNUCIndexIncInq_RegAddr,Integer,,PRNUCIndexIncInq_RegAddr,,,,,,,
PRNUCIndexInc_Reg,IntReg,,PRNUCIndexInc_Reg,,RO,,,,,
PRNUCIndexMaxInq_RegAddr,Integer,,PRNUCIndexMaxInq_RegAddr,,,,,,,
PRNUCIndexMax_Reg,IntReg,,PRNUCIndexMax_Reg,,RO,,,,,
PRNUCIndexMinInq_RegAddr,Integer,,PRNUCIndexMinInq_RegAddr,,,,,,,
PRNUCIndexMin_Reg,IntReg,,PRNUCIndexMin_Reg,,RO,,,,,
PRNUCIndex_CtrlValue,Integer,,PRNUCIndex_CtrlValue,,,,,,,
PRNUCSave_Reg,IntReg,,PRNUCSave_Reg,,WO,,,,,
PRNUCSave_RegAddr,Integer,,PRNUCSave_RegAddr,,,,,,,
PRNUCTargetB_Reg,IntReg,,PRNUCTargetB_Reg,,RW,,,,,
PRNUCTargetB_RegAddr,Integer,,PRNUCTargetB_RegAddr,,,,,,,
PRNUCTargetEnable_Reg,IntReg,,PRNUCTargetEnable_Reg,,RW,,,,,
PRNUCTargetEnable_RegAddr,Integer,,PRNUCTargetEnable_RegAddr,,,,,,,
PRNUCTargetG_Reg,IntReg,,PRNUCTargetG_Reg,,RW,,,,,
PRNUCTargetG_RegAddr,Integer,,PRNUCTargetG_RegAddr,,,,,,,
PRNUCTargetIncInq_Reg,IntReg,,PRNUCTargetIncInq_Reg,,RO,,,,,
PRNUCTargetIncInq_RegAddr,Integer,,PRNUCTargetIncInq_RegAddr,,,,,,,
PRNUCTargetLocked,IntSwissKnife,,PRNUCTargetLocked,,,,,,,
PRNUCTargetMaxInq_Reg,IntReg,,PRNUCTargetMaxInq_Reg,,RO,,,,,
PRNUCTargetMaxInq_RegAddr,Integer,,PRNUCTargetMaxInq_RegAddr,,,,,,,
PRNUCTargetMinInq_Reg,IntReg,,PRNUCTargetMinInq_Reg,,RO,,,,,
PRNUCTargetMinInq_RegAddr,Integer,,PRNUCTargetMinInq_RegAddr,,,,,,,
PRNUCTargetR_Reg,IntReg,,PRNUCTargetR_Reg,,RW,,,,,
PRNUCTargetR_RegAddr,Integer,,PRNUCTargetR_RegAddr,,,,,,,
PRNUCV2TableSelector_Reg,IntReg,,PRNUCV2TableSelector_Reg,,RW,,,,,
PRNUCV2TableSelector_RegAddr,Integer,,PRNUCV2TableSelector_RegAddr,,,,,,,
PRNUCValueAll,Register,,PRNUC Value All,Guru,RW,,,,,
PRNUCValueAll_LEN,IntSwissKnife,,PRNUCValueAll_LEN,,,,,,,
PRNUCValueAll_Reg,Integer,,PRNUCValueAll_Reg,,,,,,,
PRNUCValueIncInq_RegAddr,Integer,,PRNUCValueIncInq_RegAddr,,,,,,,
PRNUCValueInc_Reg,IntReg,,PRNUCValueInc_Reg,,RO,,,,,
PRNUCValueMaxInq_RegAddr,Integer,,PRNUCValueMaxInq_RegAddr,,,,,,,
PRNUCValueMax_Reg,IntReg,,PRNUCValueMax_Reg,,RO,,,,,
PRNUCValueMinInq_RegAddr,Integer,,PRNUCValueMinInq_RegAddr,,,,,,,
PRNUCValueMin_Reg,IntReg,,PRNUCValueMin_Reg,,RO,,,,,
PRNUCValue_Reg,IntReg,,PRNUCValue_Reg,,RW,,,,,
PRNUCValue_RegAddr,Integer,,PRNUCValue_RegAddr,,,,,,,
PRNUCValue_RegAddrOffSet,IntSwissKnife,,PRNUCValue_RegAddrOffSet,,,,,,,
PacketUnorderSupport_Reg,IntReg,,PacketUnorderSupport_Reg,,RW,,,,,
PacketUnorderSupport_RegAddr,Integer,,PacketUnorderSupport_RegAddr,,,,,,,
PartialFrameDiscard_Reg,IntReg,,PartialFrameDiscard_Reg,,RW,,,,,
PartialFrameDiscard_RegAddr,Integer,,PartialFrameDiscard_RegAddr,,,,,,,
PayloadSize_Reg,IntReg,,PayloadSize_Reg,,RO,,,,,
PayloadSize_RegAddr,Integer,,PayloadSize_RegAddr,,,,,,,
PixelCoding_RegAddr,Integer,,PixelCoding_RegAddr,,,,,,,
PixelColorFilter_RegAddr,Integer,,PixelColorFilter_RegAddr,,,,,,,
PixelDynamicRangeMax_Value,IntSwissKnife,,PixelDynamicRangeMax_Value,,,,,,,
PixelDynamicRangeMin_Value,IntSwissKnife,,PixelDynamicRangeMin_Value,,,,,,,
PixelFormatInq0_RegAddr,Integer,,PixelFormatInq0_RegAddr,,,,,,,
PixelFormatInq_RegAddr,Integer,,PixelFormatInq_RegAddr,,,,,,,
PixelFormat_Reg,IntReg,,PixelFormat_Reg,,RW,,,,,
PixelFormat_RegAddr,Integer,,PixelFormat_RegAddr,,,,,,,
PixelSize_Int,IntSwissKnife,,PixelSize_Int,,,,,,,
PostDividerIncInq_Reg,IntReg,,PostDividerIncInq_Reg,,RO,,,,,
PostDividerIncInq_RegAddr,Integer,,PostDividerIncInq_RegAddr,,,,,,,
PostDividerMaxInq_Reg,IntReg,,PostDividerMaxInq_Reg,,RO,,,,,
PostDividerMaxInq_RegAddr,Integer,,PostDividerMaxInq_RegAddr,,,,,,,
PostDividerMinInq_Reg,IntReg,,PostDividerMinInq_Reg,,RO,,,,,
PostDividerMinInq_RegAddr,Integer,,PostDividerMinInq_RegAddr,,,,,,,
PostDivider_Reg,IntReg,,PostDivider_Reg,,RW,,,,,
PostDivider_RegAddr,Integer,,PostDivider_RegAddr,,,,,,,
PreDividerIncInq_Reg,IntReg,,PreDividerIncInq_Reg,,RO,,,,,
PreDividerIncInq_RegAddr,Integer,,PreDividerIncInq_RegAddr,,,,,,,
PreDividerMaxInq_Reg,IntReg,,PreDividerMaxInq_Reg,,RO,,,,,
PreDividerMaxInq_RegAddr,Integer,,PreDividerMaxInq_RegAddr,,,,,,,
PreDividerMinInq_Reg,IntReg,,PreDividerMinInq_Reg,,RO,,,,,
PreDividerMinInq_RegAddr,Integer,,PreDividerMinInq_RegAddr,,,,,,,
PreDivider_Reg,IntReg,,PreDivider_Reg,,RW,,,,,
PreDivider_RegAddr,Integer,,PreDivider_RegAddr,,,,,,,
PreampGain_Reg,IntReg,,PreampGain_Reg,,RW,,,,,
PreampGain_RegAddr,Integer,,PreampGain_RegAddr,,,,,,,
PreventOvertrigger_Reg,IntReg,,PreventOvertrigger_Reg,,RW,,,,,
PreventOvertrigger_RegAddr,Integer,,PreventOvertrigger_RegAddr,,,,,,,
ROIHeightMax_Int,IntSwissKnife,,ROIHeightMax_Int,,,,,,,
ROIWidthMax_Int,IntSwissKnife,,ROIWidthMax_Int,,,,,,,
ReferenceLineRate_Reg,IntReg,,ReferenceLineRate_Reg,,RO,,,,,
ReferenceLineRate_RegAddr,Integer,,ReferenceLineRate_RegAddr,,,,,,,
RegAddr_Reg,IntReg,,RegAddr_Reg,Invisible,RW,,,,,
RegEnable_Reg,IntReg,,RegEnable_Reg,,WO,,,,,
RegValue_Reg,IntReg,,RegValue_Reg,Invisible,RW,,,,,
RegionDestination_Reg,IntReg,,RegionDestination_Reg,,RW,,,,,
RegionDestination_RegAddr,Integer,,RegionDestination_RegAddr,,,,,,,
RegionMode_Reg,IntReg,,RegionMode_Reg,,RW,,,,,
RegionMode_RegAddr,Integer,,RegionMode_RegAddr,,,,,,,
RegionSelectorAddressOffset,IntSwissKnife,,RegionSelectorAddressOffset,,,,,,,
RegionSelectorInq_RegAddr,Integer,,RegionSelectorInq_RegAddr,,,,,,,
RegionSelector_Int,Integer,,RegionSelector_Int,,,,,,,
ResultingFrameRate_Float,Converter,,ResultingFrameRate_Float,,,,,,,
ResultingFrameRate_Reg,IntReg,,ResultingFrameRate_Reg,,RO,,,,,
ResultingFrameRate_RegAddr,Integer,,ResultingFrameRate_RegAddr,,,,,,,
ResultingLineRate_Reg,IntReg,,ResultingLineRate_Reg,,RO,,,,,
ResultingLineRate_RegAddr,Integer,,ResultingLineRate_RegAddr,,,,,,,
ReverseInq_RegAddr,Integer,,ReverseInq_RegAddr,,,,,,,
ReverseScanDirection_Reg,IntReg,,ReverseScanDirection_Reg,,RW,,,,,
ReverseScanDirection_RegAddr,Integer,,ReverseScanDirection_RegAddr,,,,,,,
ReverseX_Reg,IntReg,,ReverseX_Reg,,RW,,,,,
ReverseX_RegAddr,Integer,,ReverseX_RegAddr,,,,,,,
ReverseY_Reg,IntReg,,ReverseY_Reg,,RW,,,,,
ReverseY_RegAddr,Integer,,ReverseY_RegAddr,,,,,,,
SHD_Reg,IntReg,,SHD_Reg,,RW,,,,,
SHD_RegAddr,Integer,,SHD_RegAddr,,,,,,,
SHP_Reg,IntReg,,SHP_Reg,,RW,,,,,
SHP_RegAddr,Integer,,SHP_RegAddr,,,,,,,
SaturationAbsMaxInq_Reg,IntReg,,SaturationAbsMaxInq_Reg,,RO,,,,,
SaturationAbsMaxInq_RegAddr,Integer,,SaturationAbsMaxInq_RegAddr,,,,,,,
SaturationAbsMinInq_Reg,IntReg,,SaturationAbsMinInq_Reg,,RO,,,,,
SaturationAbsMinInq_RegAddr,Integer,,SaturationAbsMinInq_RegAddr,,,,,,,
SaturationAbsVal_Reg,IntReg,,SaturationAbsVal_Reg,,RW,,,,,
SaturationAbsVal_RegAddr,Integer,,SaturationAbsVal_RegAddr,,,,,,,
SaturationAutoLocked_Int,IntSwissKnife,,SaturationAutoLocked_Int,,,,,,,
SaturationAuto_Int,IntConverter,,SaturationAuto_Int,,,,,,,
SaturationCtrl_Reg,IntReg,,SaturationCtrl_Reg,,RW,,,,,
SaturationCtrl_RegAddr,Integer,,SaturationCtrl_RegAddr,,,,,,,
SaturationEnabled_Int,IntConverter,,SaturationEnabled_Int,,,,,,,
SaturationInq_RegAddr,Integer,,SaturationInq_RegAddr,,,,,,,
SaturationManualCtrlLockedInq_Int,IntSwissKnife,,SaturationManualCtrlLockedInq_Int,,,,,,,
ScanStart_Reg,IntReg,,ScanStart_Reg,,RW,,,,,
ScanStart_RegAddr,Integer,,ScanStart_RegAddr,,,,,,,
ScanStop_Reg,IntReg,,ScanStop_Reg,,RW,,,,,
ScanStop_RegAddr,Integer,,ScanStop_RegAddr,,,,,,,
SensorChannelVersion_Reg,IntReg,,SensorChannelVersion_Reg,,RO,,,,,
SensorChannelVersion_RegAddr,Integer,,SensorChannelVersion_RegAddr,,,,,,,
SensorDigitizationTaps_Reg,IntReg,,SensorDigitizationTaps_Reg,,RW,,,,,
SensorDigitizationTaps_RegAddr,Integer,,SensorDigitizationTaps_RegAddr,,,,,,,
SensorHeight,Integer,,Sensor Height,Expert,,Effective height of the sensor in pixels.,,,,
SensorHeight_Reg,IntReg,,SensorHeight_Reg,,RO,,,,,
SensorHeight_RegAddr,Integer,,SensorHeight_RegAddr,,,,,,,
SensorMode_Reg,IntReg,,SensorMode_Reg,,RW,,,,,
SensorMode_RegAddr,Integer,,SensorMode_RegAddr,,,,,,,
SensorShutterMode_Reg,IntReg,,SensorShutterMode_Reg,,RW,,,,,
SensorShutterMode_RegAddr,Integer,,SensorShutterMode_RegAddr,,,,,,,
SensorTaps_Reg,IntReg,,SensorTaps_Reg,,RW,,,,,
SensorTaps_RegAddr,Integer,,SensorTaps_RegAddr,,,,,,,
SensorWidth,Integer,,Sensor Width,Expert,,Effective width of the sensor in pixels.,,,,
SensorWidth_Reg,IntReg,,SensorWidth_Reg,,RO,,,,,
SensorWidth_RegAddr,Integer,,SensorWidth_RegAddr,,,,,,,
SerialPortBaudrateMaxInq_Reg,IntReg,,SerialPortBaudrateMaxInq_Reg,,RO,,,,,
SerialPortBaudrateMaxInq_RegAddr,Integer,,SerialPortBaudrateMaxInq_RegAddr,,,,,,,
SerialPortBaudrateMinInq_Reg,IntReg,,SerialPortBaudrateMinInq_Reg,,RO,,,,,
SerialPortBaudrateMinInq_RegAddr,Integer,,SerialPortBaudrateMinInq_RegAddr,,,,,,,
SerialPortBaudrateUnitInq_RegAddr,Integer,,SerialPortBaudrateUnitInq_RegAddr,,,,,,,
SerialPortBaudrate_Reg,IntReg,,SerialPortBaudrate_Reg,,RW,,,,,
SerialPortBaudrate_RegAddr,Integer,,SerialPortBaudrate_RegAddr,,,,,,,
SerialPortBaudrate_Val,Integer,,SerialPortBaudrate_Val,,,,SerialPortBaudrateMinInq_Reg,SerialPortBaudrateMaxInq_Reg,,
ShadingCorrectionInq_RegAddr,Integer,,ShadingCorrectionInq_RegAddr,,,,,,,
ShadingEnable,Boolean,,Shading Enable,,,Enables the selected kind of shading correction.,,,,
ShadingEnable_Reg,IntReg,,ShadingEnable_Reg,,RW,,,,,
ShadingEnable_RegAddr,Integer,,ShadingEnable_RegAddr,,,,,,,
ShadingSelectorInq_RegAddr,Integer,,ShadingSelectorInq_RegAddr,,,,,,,
ShadingSelectorRegOffsetAddress,IntSwissKnife,,ShadingSelectorRegOffsetAddress,,,,,,,
ShadingSelector_Int,IntSwissKnife,,ShadingSelector_Int,,,,,,,
ShadingSetSelector,Enumeration,,Shading Set Selector,Expert,RW,Selects the shading set to which the activate command will be applied.,,,,
ShadingSetSelectorInq_RegAddr,Integer,,ShadingSetSelectorInq_RegAddr,,,,,,,
ShadingSetSelector_Reg,IntReg,,ShadingSetSelector_Reg,,RW,,,,,
ShadingSetSelector_RegAddr,Integer,,ShadingSetSelector_RegAddr,,,,,,,
ShadingStatus,Enumeration,,Shading Status,Expert,RO,Indicates error statuses related to shading correction.,,,,
ShadingStatusInq_RegAddr,Integer,,ShadingStatusInq_RegAddr,,,,,,,
ShadingStatus_Reg,IntReg,,ShadingStatus_Reg,,RO,,,,,
ShadingStatus_RegAddr,Integer,,ShadingStatus_RegAddr,,,,,,,
SharpnessAutoCtrl_Int,IntConverter,,SharpnessAutoCtrl_Int,,,,,,,
SharpnessAutoLocked_Int,IntSwissKnife,,SharpnessAutoLocked_Int,,,,,,,
SharpnessAuto_Enable,IntSwissKnife,,SharpnessAuto_Enable,,,,,,,
SharpnessCtrl_Reg,IntReg,,SharpnessCtrl_Reg,,RW,,,,,
SharpnessCtrl_RegAddr,Integer,,SharpnessCtrl_RegAddr,,,,,,,
SharpnessEnabled_Int,IntConverter,,SharpnessEnabled_Int,,,,,,,
SharpnessInq_RegAddr,Integer,,SharpnessInq_RegAddr,,,,,,,
SharpnessManualCtrlLockedInq_Int,IntSwissKnife,,SharpnessManualCtrlLockedInq_Int,,,,,,,
SharpnessMaxInq_Reg,IntReg,,SharpnessMaxInq_Reg,,RO,,,,,
SharpnessMaxInq_RegAddr,Integer,,SharpnessMaxInq_RegAddr,,,,,,,
SharpnessMinInq_Reg,IntReg,,SharpnessMinInq_Reg,,RO,,,,,
SharpnessMinInq_RegAddr,Integer,,SharpnessMinInq_RegAddr,,,,,,,
SharpnessVal_Reg,MaskedIntReg,,SharpnessVal_Reg,,RW,,,,,
SharpnessVal_RegAddr,Integer,,SharpnessVal_RegAddr,,,,,,,
SignalAlignmentInq_RegAddr,Integer,,SignalAlignmentInq_RegAddr,,,,,,,
SignalAlignment_Reg,IntReg,,SignalAlignment_Reg,,RW,,,,,
SignalAlignment_RegAddr,Integer,,SignalAlignment_RegAddr,,,,,,,
SingleOrFrame_NotAva,IntSwissKnife,,SingleOrFrame_NotAva,,,,,,,
SpecAttributesControlInq_RegAddr,Integer,,SpecAttributesControlInq_RegAddr,,,,,,,
StandardIDModeNotSupported,IntSwissKnife,,StandardIDModeNotSupported,,,,,,,
StreamChannel0Capability_Bit,MaskedIntReg,,StreamChannel0Capability_Bit,Invisible,RO,,,,,
StreamChannel1Capability_Bit,MaskedIntReg,,StreamChannel1Capability_Bit,Invisible,RO,,,,,
StreamChannel2Capability_Bit,MaskedIntReg,,StreamChannel2Capability_Bit,Invisible,RO,,,,,
StreamChannelCapability1_Bit,MaskedIntReg,,StreamChannelCapability1_Bit,Invisible,RO,,,,,
StreamChannelCapability_Bit,MaskedIntReg,,StreamChannelCapability_Bit,Invisible,RO,,,,,
StreamChannelConfiguration_Bit,MaskedIntReg,,StreamChannelConfiguration_Bit,Invisible,RW,,,,,
StrobeEnabledAvailable_Int,IntSwissKnife,,StrobeEnabledAvailable_Int,,,,,,,
StrobeLineDelayMaxInq_Reg,IntReg,,StrobeLineDelayMaxInq_Reg,,RO,,,,,
StrobeLineDelayMaxInq_RegAddr,Integer,,StrobeLineDelayMaxInq_RegAddr,,,,,,,
StrobeLineDelayMinInq_Reg,IntReg,,StrobeLineDelayMinInq_Reg,,RO,,,,,
StrobeLineDelayMinInq_RegAddr,Integer,,StrobeLineDelayMinInq_RegAddr,,,,,,,
StrobeLineDelayUnitInq_Reg,IntReg,,StrobeLineDelayUnitInq_Reg,,RO,,,,,
StrobeLineDelayUnitInq_RegAddr,Integer,,StrobeLineDelayUnitInq_RegAddr,,,,,,,
StrobeLineDelay_Reg,IntReg,,StrobeLineDelay_Reg,,RW,,,,,
StrobeLineDelay_RegAddr,Integer,,StrobeLineDelay_RegAddr,,,,,,,
StrobeLineDurationMaxInq_Reg,IntReg,,StrobeLineDurationMaxInq_Reg,,RO,,,,,
StrobeLineDurationMaxInq_RegAddr,Integer,,StrobeLineDurationMaxInq_RegAddr,,,,,,,
StrobeLineDurationMinInq_Reg,IntReg,,StrobeLineDurationMinInq_Reg,,RO,,,,,
StrobeLineDurationMinInq_RegAddr,Integer,,StrobeLineDurationMinInq_RegAddr,,,,,,,
StrobeLineDurationUnitInq_Reg,IntReg,,StrobeLineDurationUnitInq_Reg,,RO,,,,,
StrobeLineDurationUnitInq_RegAddr,Integer,,StrobeLineDurationUnitInq_RegAddr,,,,,,,
StrobeLineDuration_Reg,IntReg,,StrobeLineDuration_Reg,,RW,,,,,
StrobeLineDuration_RegAddr,Integer,,StrobeLineDuration_RegAddr,,,,,,,
StrobeLineOnOffInq_Bit,IntSwissKnife,,StrobeLineOnOffInq_Bit,,,,,,,
StrobeLineOnOff_Bit,IntConverter,,StrobeLineOnOff_Bit,,,,,,,
StrobeLinePreDelayMaxInq_Reg,IntReg,,StrobeLinePreDelayMaxInq_Reg,,RO,,,,,
StrobeLinePreDelayMaxInq_RegAddr,Integer,,StrobeLinePreDelayMaxInq_RegAddr,,,,,,,
StrobeLinePreDelayMinInq_Reg,IntReg,,StrobeLinePreDelayMinInq_Reg,,RO,,,,,
StrobeLinePreDelayMinInq_RegAddr,Integer,,StrobeLinePreDelayMinInq_RegAddr,,,,,,,
StrobeLinePreDelayUnitInq_Reg,IntReg,,StrobeLinePreDelayUnitInq_Reg,,RO,,,,,
StrobeLinePreDelayUnitInq_RegAddr,Integer,,StrobeLinePreDelayUnitInq_RegAddr,,,,,,,
StrobeLinePreDelay_Reg,IntReg,,StrobeLinePreDelay_Reg,,RW,,,,,
StrobeLinePreDelay_RegAddr,Integer,,StrobeLinePreDelay_RegAddr,,,,,,,
StrobeLineSupportInq_RegAddr,Integer,,StrobeLineSupportInq_RegAddr,,,,,,,
StrobeSourceSelectorRegAddrOffset,IntSwissKnife,,StrobeSourceSelectorRegAddrOffset,,,,,,,
StrobeSourceSelector_Avai,IntSwissKnife,,StrobeSourceSelector_Avai,,,,,,,
StrobeSourceSelector_Reg,IntReg,,StrobeSourceSelector_Reg,,RW,,,,,
